timestamp,exchange,best_bid,best_ask,mid,bid_vol_L,ask_vol_L,obi,obi_pw,obi_ema,obi_pw_ema,mid_ret,mid_ret_fwd,obi_z,obi_extreme_flag
2025-11-12T03:20:04.367493Z,coinbase,103283.2,103283.21,103283.205,1.16816487,2.01178909,-0.2652944761502145,-0.26536497944982124,,,,0.0,,0
2025-11-12T03:20:05.016465Z,coinbase,103283.2,103283.21,103283.205,1.16816487,2.01178909,-0.2652944761502145,-0.26536497944982124,,,0.0,0.0,,0
2025-11-12T03:20:05.989000Z,coinbase,103283.2,103283.21,103283.205,1.16816487,2.01178909,-0.2652944761502145,-0.26536497944982124,,,0.0,0.0,,0
2025-11-12T03:20:07.008251Z,coinbase,103283.2,103283.21,103283.205,1.88082222,1.69273075,0.052634303053299934,0.05254346863480434,,,0.0,0.0,,0
2025-11-12T03:20:07.968451Z,coinbase,103283.2,103283.21,103283.205,1.88082222,1.69273075,0.052634303053299934,0.05254346863480434,-0.22559473264925542,-0.22566777469419685,0.0,0.0,,0
2025-11-12T03:20:09.075473Z,coinbase,103283.2,103283.21,103283.205,1.88082222,1.69273075,0.052634303053299934,0.05254346863480434,-0.20764447228134864,-0.20771866222135807,0.0,-0.00011745096750281903,,0
2025-11-12T03:20:10.018646Z,coinbase,103271.07,103271.08,103271.07500000001,1.50854119,1.93815487,-0.12464507241755454,-0.124734282211257,-0.2022896722901361,-0.20236483125296445,-0.00011745096750281903,0.0,,0
2025-11-12T03:20:10.965971Z,coinbase,103271.07,103271.08,103271.07500000001,1.50854119,1.93815487,-0.12464507241755454,-0.124734282211257,-0.19728034326609858,-0.19735640873414462,0.0,0.0,,0
2025-11-12T03:20:11.970675Z,coinbase,103271.07,103271.08,103271.07500000001,1.50854119,1.93815487,-0.12464507241755454,-0.124734282211257,-0.1925941967597409,-0.19267111024879705,0.0,0.0,,0
2025-11-12T03:20:12.994473Z,coinbase,103271.07,103271.08,103271.07500000001,1.26570046,1.96697222,-0.21693249809628115,-0.2170077769571727,-0.19416440974919513,-0.1942412177783697,0.0,0.0,,0
2025-11-12T03:20:14.072852Z,coinbase,103271.07,103271.08,103271.07500000001,1.26570046,1.96697222,-0.21693249809628115,-0.2170077769571727,-0.1956333186748136,-0.19571002804796991,0.0,0.0,,0
2025-11-12T03:20:15.227713Z,coinbase,103271.07,103271.08,103271.07500000001,1.49697086,1.9056262,-0.12010100896284204,-0.12018076428438058,-0.1907602664353316,-0.19083717232128675,0.0,0.0,,0
2025-11-12T03:20:15.985911Z,coinbase,103271.07,103271.08,103271.07500000001,1.49697086,1.9056262,-0.12010100896284204,-0.12018076428438058,-0.18620160466291294,-0.18627869438342184,0.0,0.0,,0
2025-11-12T03:20:16.971463Z,coinbase,103271.07,103271.08,103271.07500000001,1.49697086,1.9056262,-0.12010100896284204,-0.12018076428438058,-0.18193705010161806,-0.18201431179638694,0.0,-0.00010729620497862413,,0
2025-11-12T03:20:17.988178Z,coinbase,103259.99,103260.0,103259.995,1.04653992,1.85562394,-0.27878647072670804,-0.27885855612780264,-0.1881853998193658,-0.1882623275597041,-0.00010729620497862413,0.0,,0
2025-11-12T03:20:18.988844Z,coinbase,103259.99,103260.0,103259.995,1.04653992,1.85562394,-0.27878647072670804,-0.27885855612780264,-0.19403063020048467,-0.19410724553183947,0.0,3.941429391218776e-05,,0
2025-11-12T03:20:20.267159Z,coinbase,103264.06,103264.07,103264.065,0.78188045,1.90164873,-0.41727449373216813,-0.4173264251380377,-0.2084334601057546,-0.20850848292578775,3.941429391218776e-05,0.0,,1
2025-11-12T03:20:20.978866Z,coinbase,103264.06,103264.07,103264.065,0.78188045,1.90164873,-0.41727449373216813,-0.4173264251380377,-0.22190707517842645,-0.22198060822980387,0.0,0.0,,1
2025-11-12T03:20:22.054544Z,coinbase,103264.06,103264.07,103264.065,0.78188045,1.90164873,-0.41727449373216813,-0.4173264251380377,-0.23451142476253883,-0.23458356415936735,0.0,8.134452034624928e-06,,1
2025-11-12T03:20:23.212392Z,coinbase,103264.9,103264.91,103264.905,1.03701684,1.62592869,-0.22115054302293602,-0.2212213277573406,-0.2336494323922419,-0.23372148439149465,8.134452034624928e-06,0.0,-0.20355499701890112,0
2025-11-12T03:20:24.221486Z,coinbase,103264.9,103264.91,103264.905,1.03701684,1.62592869,-0.22115054302293602,-0.2212213277573406,-0.23284305243293185,-0.23291502267316214,0.0,0.0,-0.1986918877005922,0
2025-11-12T03:20:24.992489Z,coinbase,103264.9,103264.91,103264.905,1.03701684,1.62592869,-0.22115054302293602,-0.2212213277573406,-0.2320886969871257,-0.23216059074310913,0.0,5.558365135094334e-05,-0.19416128409307032,0
2025-11-12T03:20:26.048198Z,coinbase,103270.64,103270.65,103270.64499999999,1.26076316,1.80581467,-0.1777393368815948,-0.17782749679209706,-0.2285822866577366,-0.22865522984304384,5.558365135094334e-05,0.0,0.11947200265657944,0
2025-11-12T03:20:27.009096Z,coinbase,103270.64,103270.65,103270.64499999999,1.26076316,1.80581467,-0.1777393368815948,-0.17782749679209706,-0.22530209634959844,-0.2253760212591118,0.0,0.0,0.11703084558781507,0
2025-11-12T03:20:28.025371Z,coinbase,103270.64,103270.65,103270.64499999999,1.26076316,1.80581467,-0.1777393368815948,-0.17782749679209706,-0.22223353122263048,-0.2223083745193044,0.0,6.390769716624334e-05,0.11473321890662351,0
2025-11-12T03:20:29.028920Z,coinbase,103277.24,103277.25,103277.245,1.31713531,1.85417258,-0.16934252006669712,-0.1694235621221514,-0.2188212079222477,-0.21889645113884293,6.390769716624334e-05,0.0,0.17659293032526577,0
2025-11-12T03:20:29.981684Z,coinbase,103277.24,103277.25,103277.245,1.31713531,1.85417258,-0.16934252006669712,-0.1694235621221514,-0.21562903451221221,-0.21570465184744347,0.0,0.0,0.1733160910153588,0
2025-11-12T03:20:31.212058Z,coinbase,103277.24,103277.25,103277.245,1.54168727,1.55586545,-0.004577219915727549,-0.004649650793033147,-0.20201278840921322,-0.2020882001665138,0.0,0.0,1.4212340971672268,0
2025-11-12T03:20:32.018537Z,coinbase,103277.24,103277.25,103277.245,1.54168727,1.55586545,-0.004577219915727549,-0.004649650793033147,-0.1892750097967303,-0.18935022923919248,0.0,0.0,1.349517357989012,0
2025-11-12T03:20:33.075431Z,coinbase,103277.24,103277.25,103277.245,1.54168727,1.55586545,-0.004577219915727549,-0.004649650793033147,-0.17735902335279463,-0.17743406288782737,0.0,0.0,1.287757756711183,0
2025-11-12T03:20:34.414487Z,coinbase,103277.24,103277.25,103277.245,1.48214736,1.44456344,0.012841692455571586,0.012774803507732057,-0.16508800942967422,-0.16516252312037194,0.0,0.0,1.3543520206265962,0
2025-11-12T03:20:35.027697Z,coinbase,103277.24,103277.25,103277.245,1.48214736,1.44456344,0.012841692455571586,0.012774803507732057,-0.1536086738241745,-0.15368269559597816,0.0,0.0,1.2958896687694905,0
2025-11-12T03:20:36.039493Z,coinbase,103277.24,103277.25,103277.245,1.48214736,1.44456344,0.012841692455571586,0.012774803507732057,-0.1428699405158038,-0.14294350210541623,0.0,0.0,1.2444598563980136,0
2025-11-12T03:20:37.339888Z,coinbase,103277.24,103277.25,103277.245,1.6476191199999999,1.51120386,0.04318547157080639,0.043111627144948726,-0.1308663655424741,-0.13093994537958625,0.0,0.0,1.4027184379387965,0
2025-11-12T03:20:38.139252Z,coinbase,103277.24,103277.25,103277.245,1.6476191199999999,1.51120386,0.04318547157080639,0.043111627144948726,-0.11963721476097214,-0.11971081166832594,0.0,0.0,1.3447365092145263,0
2025-11-12T03:20:39.046952Z,coinbase,103277.24,103277.25,103277.245,1.6476191199999999,1.51120386,0.04318547157080639,0.043111627144948726,-0.10913252532021224,-0.10920613819650177,0.0,2.6530177619221718e-05,1.2934499665273798,0
2025-11-12T03:20:40.259467Z,coinbase,103279.98,103279.99,103279.985,1.1203294,1.65069166,-0.19139596867589306,-0.19146007924920247,-0.1144398442463852,-0.11451284407086956,2.6530177619221718e-05,0.0,-0.3682427507764802,0
2025-11-12T03:20:41.103106Z,coinbase,103279.98,103279.99,103279.985,1.1203294,1.65069166,-0.19139596867589306,-0.19146007924920247,-0.11940475549990184,-0.1194771818243104,0.0,0.0,-0.3628331749365127,0
2025-11-12T03:20:42.123426Z,coinbase,103279.98,103279.99,103279.985,1.1203294,1.65069166,-0.19139596867589306,-0.19146007924920247,-0.1240493498983529,-0.12412123972269054,0.0,-2.1398373027281536e-05,-0.35765591057836094,0
2025-11-12T03:20:43.393596Z,coinbase,103277.77,103277.78,103277.775,1.30603226,1.66376711,-0.1204575816177104,-0.12052068352278048,-0.12381762291250499,-0.12388894577430926,-2.1398373027281536e-05,0.0,0.1627647246983084,0
2025-11-12T03:20:44.132882Z,coinbase,103277.77,103277.78,103277.775,1.30603226,1.66376711,-0.1204575816177104,-0.12052068352278048,-0.12360084605477631,-0.12367163853227515,0.0,0.0,0.160764536929773,0
2025-11-12T03:20:45.081040Z,coinbase,103277.77,103277.78,103277.775,1.30603226,1.66376711,-0.1204575816177104,-0.12052068352278048,-0.12339805480077205,-0.12346835111230776,0.0,-2.4497342137053124e-05,0.15883632534145406,0
2025-11-12T03:20:46.235946Z,coinbase,103275.24,103275.25,103275.245,1.66223429,1.54246299,0.037373670439162364,0.037286712228495666,-0.11302568543045372,-0.11309705670322368,-2.4497342137053124e-05,0.0,1.3205779889788891,0
2025-11-12T03:20:47.043046Z,coinbase,103275.24,103275.25,103275.245,1.66223429,1.54246299,0.037373670439162364,0.037286712228495666,-0.10332250118080107,-0.1033948780624676,0.0,0.0,1.2801239381394156,0
2025-11-12T03:20:48.001671Z,coinbase,103275.24,103275.25,103275.245,1.66223429,1.54246299,0.037373670439162364,0.037286712228495666,-0.09424532881822278,-0.09431864643079255,0.0,0.0,1.2431968069402166,0
2025-11-12T03:20:49.271063Z,coinbase,103275.24,103275.25,103275.245,1.7305611699999999,1.61562771,0.03434757095959264,0.03426420063092653,-0.08594901270352502,-0.08602297887842358,0.0,0.0,1.1880696859970097,0
2025-11-12T03:20:50.094688Z,coinbase,103275.24,103275.25,103275.245,1.7305611699999999,1.61562771,0.03434757095959264,0.03426420063092653,-0.07818794278977549,-0.07826251568427196,0.0,0.0,1.1579998817772597,0
2025-11-12T03:20:51.074862Z,coinbase,103275.24,103275.25,103275.245,1.7305611699999999,1.61562771,0.03434757095959264,0.03426420063092653,-0.0709275870640098,-0.07100272753490432,0.0,9.682862156523697e-08,1.1301177535611462,0
2025-11-12T03:20:52.135709Z,coinbase,103275.25,103275.26,103275.255,1.16918972,1.69427684,-0.18337462966565946,-0.18343792638730547,-0.07818223497379366,-0.07825661133183343,9.682862156523697e-08,0.0,-0.467511193254363,0
2025-11-12T03:20:52.983987Z,coinbase,103275.25,103275.26,103275.255,1.16918972,1.69427684,-0.18337462966565946,-0.18343792638730547,-0.0849688410829463,-0.08504250262573486,0.0,0.0,-0.4618794790194742,0
2025-11-12T03:20:53.970752Z,coinbase,103275.25,103275.26,103275.255,1.16918972,1.69427684,-0.18337462966565946,-0.18343792638730547,-0.09131760163666974,-0.09139059448132007,0.0,0.0,-0.4564472211774554,0
2025-11-12T03:20:55.223605Z,coinbase,103275.25,103275.26,103275.255,1.33942904,1.6792876300000001,-0.11258379873060435,-0.11266335952293126,-0.09268961435240747,-0.09276303093561757,0.0,0.0,0.07696862910381384,0
2025-11-12T03:20:55.981562Z,coinbase,103275.25,103275.26,103275.255,1.33942904,1.6792876300000001,-0.11258379873060435,-0.11266335952293126,-0.09397311011874276,-0.09404692310254104,0.0,0.0,0.07624880868488394,0
2025-11-12T03:20:56.994666Z,coinbase,103275.25,103275.26,103275.255,1.33942904,1.6792876300000001,-0.11258379873060435,-0.11266335952293126,-0.0951737997066048,-0.09524798351675977,0.0,0.0,0.07554880653551467,0
2025-11-12T03:20:58.068712Z,coinbase,103275.25,103275.26,103275.255,1.79223874,1.45848128,0.10267185667992408,0.10258778193292505,-0.08240956381069972,-0.08248438574581236,0.0,0.0,1.6848410831930445,0
2025-11-12T03:20:59.019115Z,coinbase,103275.25,103275.26,103275.255,1.79223874,1.45848128,0.10267185667992408,0.10258778193292505,-0.07046882700485303,-0.07054424589557123,0.0,0.0,1.6284959003963482,0
2025-11-12T03:21:00.018656Z,coinbase,103275.25,103275.26,103275.255,1.79223874,1.45848128,0.10267185667992408,0.10258778193292505,-0.059298460315512586,-0.05937443764857148,0.0,0.0,1.5774731738027319,0
2025-11-12T03:21:01.220964Z,coinbase,103275.25,103275.26,103275.255,1.47716962,1.67894583,-0.0639318216321903,-0.06401205945652295,-0.05959738685207244,-0.0596736390555361,0.0,0.0,0.34114193532756115,0
2025-11-12T03:21:02.108965Z,coinbase,103275.25,103275.26,103275.255,1.47716962,1.67894583,-0.0639318216321903,-0.06401205945652295,-0.05987702780562844,-0.05995353714592235,0.0,0.0,0.3379498500014579,0
2025-11-12T03:21:03.199594Z,coinbase,103275.25,103275.26,103275.255,1.47716962,1.67894583,-0.0639318216321903,-0.06401205945652295,-0.06013862740734211,-0.060215377294993364,0.0,0.0,0.33484588655755004,0
2025-11-12T03:21:04.005718Z,coinbase,103275.25,103275.26,103275.255,1.4228099300000001,1.45625369,-0.011616193462234062,-0.011695184570573447,-0.0570081477979803,-0.05708504228051466,0.0,0.0,0.7047162679963306,0
2025-11-12T03:21:05.027711Z,coinbase,103275.25,103275.26,103275.255,1.4228099300000001,1.45625369,-0.011616193462234062,-0.011695184570573447,-0.05407963461502893,-0.054156664363744264,0.0,0.0,0.6786993928941288,0
2025-11-12T03:21:06.141754Z,coinbase,103275.25,103275.26,103275.255,1.3121388600000001,1.69800577,-0.12818882725910744,-0.1282596347575187,-0.05886087285013077,-0.05893750116334262,0.0,0.0,-0.24054206969080935,0
2025-11-12T03:21:07.086491Z,coinbase,103275.25,103275.26,103275.255,1.3121388600000001,1.69800577,-0.12818882725910744,-0.1282596347575187,-0.06333364410232281,-0.06340989687909593,0.0,0.0,-0.21952108684699745,0
2025-11-12T03:21:08.097590Z,coinbase,103275.25,103275.26,103275.255,1.3121388600000001,1.69800577,-0.12818882725910744,-0.1282596347575187,-0.06751784946727665,-0.06759375093576836,0.0,0.0,-0.1981496844320348,0
2025-11-12T03:21:09.091877Z,coinbase,103275.25,103275.26,103275.255,1.53748413,2.04763766,-0.14229740574587288,-0.14236995867214358,-0.07234233696912158,-0.07241802240263127,0.0,0.0,-0.2887608410299766,0
2025-11-12T03:21:10.000544Z,coinbase,103275.25,103275.26,103275.255,1.53748413,2.04763766,-0.14229740574587288,-0.14236995867214358,-0.07685556721278296,-0.07693105054905143,0.0,0.0,-0.2862258670271051,0
2025-11-12T03:21:11.849757Z,coinbase,103275.25,103275.26,103275.255,1.60355118,1.63862192,-0.010817047368630657,-0.010895984849180968,-0.0725950175454183,-0.07267072372970494,0.0,0.0,0.7600440359009014,0
2025-11-12T03:21:12.178202Z,coinbase,103275.25,103275.26,103275.255,1.60355118,1.63862192,-0.010817047368630657,-0.010895984849180968,-0.0686093420501417,-0.068685256705155,0.0,0.0,0.74136953989508,0
2025-11-12T03:21:13.045303Z,coinbase,103275.25,103275.26,103275.255,1.60355118,1.63862192,-0.010817047368630657,-0.010895984849180968,-0.06488080690939907,-0.06495691658541475,0.0,0.0,0.7157980949407472,0
2025-11-12T03:21:14.752929Z,coinbase,103275.25,103275.26,103275.255,1.25335568,1.65450957,-0.1379547728355019,-0.1380218298180502,-0.06959525632398635,-0.0696707819552622,0.0,0.0,-0.32036990100480917,0
2025-11-12T03:21:15.068639Z,coinbase,103275.25,103275.26,103275.255,1.25335568,1.65450957,-0.1379547728355019,-0.1380218298180502,-0.07400554771182606,-0.07408052697866788,0.0,0.0,-0.3177659482756662,0
2025-11-12T03:21:16.026695Z,coinbase,103275.25,103275.26,103275.255,1.25335568,1.65450957,-0.1379547728355019,-0.1380218298180502,-0.07813130417141806,-0.07820577232314416,0.0,7.64916810105376e-05,-0.3151671179863688,0
2025-11-12T03:21:17.926716Z,coinbase,103283.15,103283.16,103283.155,1.67274286,1.83592949,-0.04650950950150703,-0.04659673069261547,-0.07609118838626251,-0.07616647931472295,7.64916810105376e-05,0.0,0.41463904806371094,0
2025-11-12T03:21:18.161375Z,coinbase,103283.15,103283.16,103283.155,1.67274286,1.83592949,-0.04650950950150703,-0.04659673069261547,-0.07418269297434281,-0.07425875359716763,0.0,0.0,0.390103388388036,0
2025-11-12T03:21:19.155947Z,coinbase,103283.15,103283.16,103283.155,1.67274286,1.83592949,-0.04650950950150703,-0.04659673069261547,-0.07239732629867598,-0.07247410695816427,0.0,0.00015238497275404939,0.36519496214399905,0
2025-11-12T03:21:21.076895Z,coinbase,103298.89,103298.9,103298.89499999999,0.65782057,1.29251275,-0.3254275428161172,-0.3254850485124733,-0.08872185639657543,-0.08879739351005518,0.00015238497275404939,0.0,-2.0513279889705998,1
2025-11-12T03:21:21.315273Z,coinbase,103298.89,103298.9,103298.89499999999,0.65782057,1.29251275,-0.3254275428161172,-0.3254850485124733,-0.1039931910042878,-0.10406756480053378,0.0,0.0,-2.1365121889271967,1
2025-11-12T03:21:22.256211Z,coinbase,103298.89,103298.9,103298.89499999999,0.65782057,1.29251275,-0.3254275428161172,-0.3254850485124733,-0.11827927821795423,-0.11835256374969118,0.0,-8.51900447074172e-06,-2.2312143627841947,1
2025-11-12T03:21:23.969357Z,coinbase,103298.01,103298.02,103298.015,0.7115371500000001,1.41393121,-0.33046554501521724,-0.330518045805903,-0.13196871478551958,-0.13204065936622097,-8.51900447074172e-06,0.0,-2.195479442625023,1
2025-11-12T03:21:24.319209Z,coinbase,103298.01,103298.02,103298.015,0.7115371500000001,1.41393121,-0.33046554501521724,-0.330518045805903,-0.14477496189711297,-0.14484565203974886,0.0,0.0,-2.119799331459644,1
2025-11-12T03:21:25.262912Z,coinbase,103298.01,103298.02,103298.015,0.7115371500000001,1.41393121,-0.33046554501521724,-0.330518045805903,-0.15675499951763583,-0.1568245161536943,0.0,0.0,-2.050067215557048,1
2025-11-12T03:21:26.845653Z,coinbase,103298.01,103298.02,103298.015,0.75572683,1.24046661,-0.24283206741727395,-0.24289295316171514,-0.16230835873696733,-0.16237731854130857,0.0,0.0,-1.2785671377328394,0
2025-11-12T03:21:27.322826Z,coinbase,103298.01,103298.02,103298.015,0.75572683,1.24046661,-0.24283206741727395,-0.24289295316171514,-0.16750343671634196,-0.16757187561359288,0.0,0.0,-1.2576845153304341,0
2025-11-12T03:21:28.314715Z,coinbase,103298.01,103298.02,103298.015,0.75572683,1.24046661,-0.24283206741727395,-0.24289295316171514,-0.17236334837446662,-0.17243129997153628,0.0,2.7783303785611224e-05,-1.2373884414544973,0
2025-11-12T03:21:29.667759Z,coinbase,103300.88,103300.89,103300.88500000001,1.8320256,1.77878014,0.014746143612810325,0.014634931981592937,-0.1602917682462552,-0.16036251081326988,2.7783303785611224e-05,0.0,0.8782589044048631,0
2025-11-12T03:21:30.393817Z,coinbase,103300.88,103300.89,103300.88500000001,1.8320256,1.77878014,0.014746143612810325,0.014634931981592937,-0.14899899973921873,-0.14907235321360132,0.0,0.0,0.8505635856427353,0
2025-11-12T03:21:31.332170Z,coinbase,103300.88,103300.89,103300.88500000001,1.8320256,1.77878014,0.014746143612810325,0.014634931981592937,-0.13843479694231364,-0.1385105928784275,0.0,8.837868675826144e-05,0.8461364162681635,0
2025-11-12T03:21:32.535447Z,coinbase,103310.01,103310.02,103310.015,0.82839646,1.5938096800000001,-0.3159983815415479,-0.31606760381179044,-0.14989051207774812,-0.14996588390638643,8.837868675826144e-05,0.0,-1.7974439358100391,1
2025-11-12T03:21:33.294809Z,coinbase,103310.01,103310.02,103310.015,0.82839646,1.5938096800000001,-0.3159983815415479,-0.31606760381179044,-0.1606071488173481,-0.16068212390028347,0.0,0.0,-1.7179051433363193,1
2025-11-12T03:21:34.289682Z,coinbase,103310.01,103310.02,103310.015,0.82839646,1.5938096800000001,-0.3159983815415479,-0.31606760381179044,-0.17063238963826424,-0.1707069935719936,0.0,0.0,-1.6460130935785817,1
2025-11-12T03:21:35.473463Z,coinbase,103310.01,103310.02,103310.015,0.9675567199999999,1.30709868,-0.14927182376723966,-0.1493358147679485,-0.16925428861432718,-0.16932820784270036,0.0,0.0,-0.335143380195181,0
2025-11-12T03:21:36.303133Z,coinbase,103310.01,103310.02,103310.015,0.9675567199999999,1.30709868,-0.14927182376723966,-0.1493358147679485,-0.1679650973338699,-0.16803837603142607,0.0,0.0,-0.31616683045396937,0
2025-11-12T03:21:37.302792Z,coinbase,103310.01,103310.02,103310.015,0.9675567199999999,1.30709868,-0.14927182376723966,-0.1493358147679485,-0.1667590796844099,-0.16683175917571785,0.0,0.0,-0.2944167354372193,0
2025-11-12T03:21:38.344327Z,coinbase,103310.01,103310.02,103310.015,0.9870364899999999,1.5718652100000001,-0.22854677067118295,-0.2286051959313109,-0.17074538232871786,-0.17081714219220773,0.0,0.0,-0.8936151297484815,0
2025-11-12T03:21:39.418753Z,coinbase,103310.01,103310.02,103310.015,0.9870364899999999,1.5718652100000001,-0.22854677067118295,-0.2286051959313109,-0.174474504157264,-0.17454540372376276,0.0,0.0,-0.8641358202064819,0
2025-11-12T03:21:40.353317Z,coinbase,103310.01,103310.02,103310.015,0.9870364899999999,1.5718652100000001,-0.22854677067118295,-0.2286051959313109,-0.1779630374807427,-0.178033132253282,0.0,0.0,-0.8560633708297116,0
2025-11-12T03:21:41.384307Z,coinbase,103310.01,103310.02,103310.015,0.9400992,1.36229238,-0.18337157921677247,-0.18342785727764946,-0.17831197565726076,-0.17838117902904765,0.0,0.0,-0.49489292814335156,0
2025-11-12T03:21:42.342634Z,coinbase,103310.01,103310.02,103310.015,0.9400992,1.36229238,-0.18337157921677247,-0.18342785727764946,-0.17863840169335832,-0.17870677117411873,0.0,0.0,-0.4962528356018213,0
2025-11-12T03:21:43.972787Z,coinbase,103310.01,103310.02,103310.015,0.95670545,1.38914752,-0.18434321141618695,-0.18439962104783217,-0.17900645393354084,-0.1790740518111325,0.0,0.0,-0.4944598215659783,0
2025-11-12T03:21:44.334307Z,coinbase,103310.01,103310.02,103310.015,0.95670545,1.38914752,-0.18434321141618695,-0.18439962104783217,-0.17935076086790513,-0.17941763692317764,0.0,0.0,-0.48493886932376945,0
2025-11-12T03:21:45.369487Z,coinbase,103310.01,103310.02,103310.015,0.95670545,1.38914752,-0.18434321141618695,-0.18439962104783217,-0.17967285445166528,-0.17973905525380052,0.0,-7.172843559288822e-05,-0.47549331704953596,0
2025-11-12T03:21:47.187625Z,coinbase,103302.6,103302.61,103302.60500000001,1.19626229,1.39318879,-0.07604951548264044,-0.07611668232269886,-0.17298747774398626,-0.1730537408711488,-7.172843559288822e-05,0.0,0.409755083519022,0
2025-11-12T03:21:47.490972Z,coinbase,103302.6,103302.61,103302.60500000001,1.19626229,1.39318879,-0.07604951548264044,-0.07611668232269886,-0.16673341566260913,-0.16679973709382945,0.0,0.0,0.4309667542134475,0
2025-11-12T03:21:48.426247Z,coinbase,103302.6,103302.61,103302.60500000001,1.19626229,1.39318879,-0.07604951548264044,-0.07611668232269886,-0.16088284145744988,-0.16094921743117585,0.0,4.8401487262594856e-08,0.4529813693658276,0
2025-11-12T03:21:50.066251Z,coinbase,103302.6,103302.62,103302.61,1.13000586,1.38521742,-0.10146676123322142,-0.10153668162490301,-0.15704954595911258,-0.15711615060496473,4.8401487262594856e-08,0.0,0.2644216433262861,0
2025-11-12T03:21:50.430202Z,coinbase,103302.6,103302.62,103302.61,1.13000586,1.38521742,-0.10146676123322142,-0.10153668162490301,-0.15346355984776477,-0.1535303784127027,0.0,0.0,0.2883671475628437,0
2025-11-12T03:21:51.457096Z,coinbase,103302.6,103302.62,103302.61,1.13000586,1.38521742,-0.10146676123322142,-0.10153668162490301,-0.15010892767908457,-0.15017594636187692,0.0,3.296086986104285e-05,0.313355694771768,0
2025-11-12T03:21:53.241346Z,coinbase,103306.01,103306.02,103306.015,1.34210803,1.56438746,-0.07647678476184394,-0.07655560573180947,-0.1453584668457142,-0.1454262469663887,3.296086986104285e-05,0.0,0.5160738200754994,0
2025-11-12T03:21:53.515687Z,coinbase,103306.01,103306.02,103306.015,1.34210803,1.56438746,-0.07647678476184394,-0.07655560573180947,-0.14091448735643228,-0.14098297978996424,0.0,0.0,0.5001671911561737,0
2025-11-12T03:21:54.483819Z,coinbase,103306.01,103306.02,103306.015,1.34210803,1.56438746,-0.07647678476184394,-0.07655560573180947,-0.13675721622129755,-0.13682637501201877,0.0,0.0,0.48440062362033687,0
2025-11-12T03:21:56.146811Z,coinbase,103306.01,103306.02,103306.015,1.16875254,1.43789181,-0.10325124330827869,-0.10330860598735156,-0.13459554054948988,-0.1346639383007499,0.0,0.0,0.24902396647217914,0
2025-11-12T03:21:56.600347Z,coinbase,103306.01,103306.02,103306.015,1.16875254,1.43789181,-0.10325124330827869,-0.10330860598735156,-0.13257332782425046,-0.1326410136353694,0.0,0.0,0.24759427812065699,0
2025-11-12T03:21:57.561797Z,coinbase,103306.01,103306.02,103306.015,1.16875254,1.43789181,-0.10325124330827869,-0.10330860598735156,-0.13068158043612327,-0.1307486002387231,0.0,0.0,0.24616589113432075,0
2025-11-12T03:21:58.922995Z,coinbase,103306.01,103306.02,103306.015,1.23174616,1.36102677,-0.049861909812518805,-0.04992309506245311,-0.1254674081378262,-0.1255340515176734,0.0,0.0,0.7586267308146677,0
2025-11-12T03:21:59.530030Z,coinbase,103306.01,103306.02,103306.015,1.23174616,1.36102677,-0.049861909812518805,-0.04992309506245311,-0.12058963405232251,-0.12065592529475598,0.0,0.0,0.8095486735060214,0
2025-11-12T03:22:00.598278Z,coinbase,103306.01,103306.02,103306.015,1.23174616,1.36102677,-0.049861909812518805,-0.04992309506245311,-0.11602655506910937,-0.11609251689267193,0.0,0.0,0.8659858316935759,0
2025-11-12T03:22:01.793452Z,coinbase,103306.01,103306.02,103306.015,1.31645253,0.9527515599999999,0.16027688809603727,0.160213961148288,-0.09820052647780961,-0.09826629250293258,0.0,0.0,2.6961241542914833,0
2025-11-12T03:22:02.466851Z,coinbase,103306.01,103306.02,103306.015,1.31645253,0.9527515599999999,0.16027688809603727,0.160213961148288,-0.08152456424723885,-0.08159014710607963,0.0,0.0,2.5212144304755393,0
2025-11-12T03:22:03.529857Z,coinbase,103306.01,103306.02,103306.015,1.31645253,0.9527515599999999,0.16027688809603727,0.160213961148288,-0.06592447054767266,-0.06598988205741076,0.0,,2.3721512462654983,0
